0.000000000000000000e+00 -9.245468904330430087e+04
1.499165001369604955e+00 -9.245468601022155781e+04
2.998330002739209910e+00 -9.245467567314389453e+04
4.497495004108815309e+00 -9.245465617532716715e+04
5.996660005478419819e+00 -9.245462566002720268e+04
7.495825006848024330e+00 -9.245458333356307412e+04
8.994990008217630617e+00 -9.245453286908855080e+04
1.049415500958723513e+01 -9.245446478590302286e+04
1.199332001095683964e+01 -9.245436700098786969e+04
1.349248501232644415e+01 -9.245422743132444157e+04
1.499165001369604866e+01 -9.245406175347555836e+04
1.649081501506565317e+01 -9.245385699901301996e+04
1.798998001643526123e+01 -9.245351143829047214e+04
1.948914501780486574e+01 -9.245292189323456842e+04
2.098831001917447026e+01 -9.245196395024472440e+04
2.248747502054407477e+01 -9.245026457741284685e+04
2.398664002191367928e+01 -9.244817250377847813e+04
2.548580502328328379e+01 -9.244628411193158536e+04
2.698497002465288830e+01 -9.244519578446216474e+04
2.848413502602249281e+01 -9.244525868285169418e+04
2.998330002739209732e+01 -9.244595779015385779e+04
3.148246502876170538e+01 -9.244713684017991181e+04
3.298163003013130634e+01 -9.244868522960561677e+04
3.448079503150091085e+01 -9.245049235510673316e+04
3.597996003287052247e+01 -9.245244761335905059e+04
3.747912503424012698e+01 -9.245444040103832958e+04
3.897829003560973149e+01 -9.245636011482033064e+04
4.047745503697933600e+01 -9.245809615138084337e+04
4.197662003834894051e+01 -9.245953790739562828e+04
4.347578503971854502e+01 -9.246069393335065979e+04
4.497495004108814953e+01 -9.246183261581799889e+04
4.647411504245775404e+01 -9.246295938269044564e+04
4.797328004382735855e+01 -9.246406156900194765e+04
4.947244504519696306e+01 -9.246512650978645252e+04
5.097161004656656758e+01 -9.246614154007787874e+04
5.247077504793617209e+01 -9.246709399491018848e+04
5.396994004930577660e+01 -9.246797120931731479e+04
5.546910505067538111e+01 -9.246876051833320525e+04
5.696827005204498562e+01 -9.246944925699180749e+04
5.846743505341459013e+01 -9.247009060624630365e+04
5.996660005478419464e+01 -9.247083012213047186e+04
6.146576505615380626e+01 -9.247165690337252454e+04
6.296493005752341077e+01 -9.247255265404211241e+04
6.446409505889300817e+01 -9.247349907820887165e+04
6.596326006026261268e+01 -9.247447787994242390e+04
