0.000000000000000000e+00 -9.220367201401050261e+04
6.574796587321329877e-01 -9.220363996690908971e+04
1.314959317464265975e+00 -9.220354331582745363e+04
1.972438976196398963e+00 -9.220338129609952739e+04
2.629918634928531951e+00 -9.220315349084940681e+04
3.287398293660665161e+00 -9.220286001280530763e+04
3.944877952392797926e+00 -9.220249937093991321e+04
4.602357611124930692e+00 -9.220207010660713422e+04
5.259837269857063902e+00 -9.220157303116304683e+04
5.917316928589197111e+00 -9.220100524285901338e+04
6.574796587321330321e+00 -9.220036238664769917e+04
7.232276246053462643e+00 -9.219964457268235856e+04
7.889755904785595853e+00 -9.219884987010709301e+04
8.547235563517729062e+00 -9.219796738564230327e+04
9.204715222249861384e+00 -9.219699035070982063e+04
9.862194880981995482e+00 -9.219592550837570161e+04
1.051967453971412780e+01 -9.219475507327294326e+04
1.117715419844626012e+01 -9.219345791237454978e+04
1.183463385717839422e+01 -9.219204122594026558e+04
1.249211351591052654e+01 -9.219057305697671836e+04
1.314959317464266064e+01 -9.218912917784696037e+04
1.380707283337479296e+01 -9.218782862264729920e+04
1.446455249210692529e+01 -9.218684908226453990e+04
1.512203215083905938e+01 -9.218629161198025395e+04
1.577951180957119171e+01 -9.218622476437663136e+04
1.643699146830332580e+01 -9.218645933821272047e+04
1.709447112703545812e+01 -9.218691566736401001e+04
1.775195078576759045e+01 -9.218756013765820535e+04
1.840943044449972277e+01 -9.218835913492301188e+04
1.906691010323185509e+01 -9.218927904498614953e+04
1.972438976196399096e+01 -9.219028625367529457e+04
2.038186942069612329e+01 -9.219134914720077359e+04
2.103934907942825561e+01 -9.219244749285411672e+04
2.169682873816038793e+01 -9.219354125721976743e+04
2.235430839689252025e+01 -9.219458590286431718e+04
2.301178805562465612e+01 -9.219553689235435741e+04
2.366926771435678845e+01 -9.219634968825647957e+04
2.432674737308892077e+01 -9.219697975313724601e+04
2.498422703182105309e+01 -9.219740224610747828e+04
2.564170669055318541e+01 -9.219778993704573077e+04
2.629918634928532128e+01 -9.219819818414127803e+04
2.695666600801745361e+01 -9.219863285752647789e+04
2.761414566674958593e+01 -9.219909982733368815e+04
2.827162532548171825e+01 -9.219960496369528119e+04
2.892910498421385057e+01 -9.220015413674360025e+04
2.958658464294598289e+01 -9.220074402990892122e+04
3.024406430167811877e+01 -9.220122716696897987e+04
3.090154396041025109e+01 -9.220157498312760436e+04
3.155902361914238341e+01 -9.220181977949111024e+04
3.221650327787451573e+01 -9.220199385716582765e+04
3.287398293660665161e+01 -9.220212951725808671e+04
3.353146259533878037e+01 -9.220225906087421754e+04
3.418894225407091625e+01 -9.220241542237754038e+04
3.484642191280304502e+01 -9.220269152057931933e+04
3.550390157153518089e+01 -9.220310302157734986e+04
3.616138123026731677e+01 -9.220360166980997019e+04
3.681886088899944554e+01 -9.220413920971548941e+04
3.747634054773158141e+01 -9.220466738573220209e+04
3.813382020646371018e+01 -9.220513794229844643e+04
3.879129986519584605e+01 -9.220550262385253154e+04
3.944877952392798193e+01 -9.220573894065778586e+04
4.010625918266011070e+01 -9.220589793575188378e+04
4.076373884139224657e+01 -9.220602003321495431e+04
4.142121850012437534e+01 -9.220614476709734299e+04
4.207869815885651121e+01 -9.220631167144940991e+04
4.273617781758864709e+01 -9.220656028032148606e+04
4.339365747632077586e+01 -9.220693012776393152e+04
4.405113713505291173e+01 -9.220744505115610082e+04
4.470861679378504050e+01 -9.220797191882271727e+04
4.536609645251717637e+01 -9.220846451805437391e+04
4.602357611124931225e+01 -9.220891419112315634e+04
4.668105576998144102e+01 -9.220931228030117927e+04
4.733853542871357689e+01 -9.220965012786055740e+04
4.799601508744570566e+01 -9.220991907607340545e+04
4.865349474617784153e+01 -9.221011046721183811e+04
4.931097440490997741e+01 -9.221027497843491437e+04
4.996845406364210618e+01 -9.221052089578226150e+04
5.062593372237424205e+01 -9.221083958758166409e+04
5.128341338110637082e+01 -9.221121908710116986e+04
5.194089303983850670e+01 -9.221164742760879744e+04
5.259837269857064257e+01 -9.221211264237259456e+04
5.325585235730277134e+01 -9.221260276466060895e+04
5.391333201603490721e+01 -9.221310486673741252e+04
5.457081167476703598e+01 -9.221352532929756853e+04
5.522829133349917186e+01 -9.221383105427009286e+04
5.588577099223130062e+01 -9.221405430410472036e+04
5.654325065096343650e+01 -9.221422734125120041e+04
5.720073030969557237e+01 -9.221438242815931153e+04
5.785820996842770114e+01 -9.221455182727880310e+04
5.851568962715983702e+01 -9.221476780105939542e+04
5.917316928589196579e+01 -9.221506381363299442e+04
5.983064894462410166e+01 -9.221547206509474199e+04
6.048812860335623753e+01 -9.221596645629213890e+04
6.114560826208836630e+01 -9.221650794640195090e+04
6.180308792082050218e+01 -9.221705749460091465e+04
6.246056757955263095e+01 -9.221757606006576680e+04
6.311804723828476682e+01 -9.221802460197324399e+04
6.377552689701690269e+01 -9.221836407950008288e+04
6.443300655574903146e+01 -9.221856763594175573e+04
6.509048621448116023e+01 -9.221875052791030612e+04
6.574796587321330321e+01 -9.221895726092206314e+04
6.640544553194543198e+01 -9.221919589330526651e+04
6.706292519067756075e+01 -9.221947448338821414e+04
6.772040484940970373e+01 -9.221980108949918940e+04
6.837788450814183250e+01 -9.222018376996644656e+04
6.903536416687396127e+01 -9.222063058311826899e+04
6.969284382560609004e+01 -9.222114022731495788e+04
